,album_id,album_title,album_rd,album_seq,track_id,track_name,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
194,5W1XY5ucNATjTULERvXx9j,MAP OF THE SOUL : 7,2020-02-21,16,6KhAXXgDtEEahVzATvFNcn,Moon,71,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87,audio_features,6KhAXXgDtEEahVzATvFNcn,spotify:track:6KhAXXgDtEEahVzATvFNcn,https://api.spotify.com/v1/tracks/6KhAXXgDtEEahVzATvFNcn,https://api.spotify.com/v1/audio-analysis/6KhAXXgDtEEahVzATvFNcn,208590,4
195,5W1XY5ucNATjTULERvXx9j,MAP OF THE SOUL : 7,2020-02-21,17,2yKBnKOmPXePrbHqRv42r4,Respect,64,0.661,0.838,0,-4.806,1,0.116,0.00491,0.0,0.287,0.526,91.463,audio_features,2yKBnKOmPXePrbHqRv42r4,spotify:track:2yKBnKOmPXePrbHqRv42r4,https://api.spotify.com/v1/tracks/2yKBnKOmPXePrbHqRv42r4,https://api.spotify.com/v1/audio-analysis/2yKBnKOmPXePrbHqRv42r4,237540,4
196,5W1XY5ucNATjTULERvXx9j,MAP OF THE SOUL : 7,2020-02-21,18,133ocfbXXG4HTk76qgSeUb,We are Bulletproof : the Eternal,72,0.522,0.574,9,-5.225,0,0.0317,0.224,0.0,0.108,0.176,84.044,audio_features,133ocfbXXG4HTk76qgSeUb,spotify:track:133ocfbXXG4HTk76qgSeUb,https://api.spotify.com/v1/tracks/133ocfbXXG4HTk76qgSeUb,https://api.spotify.com/v1/audio-analysis/133ocfbXXG4HTk76qgSeUb,261543,4
197,5W1XY5ucNATjTULERvXx9j,MAP OF THE SOUL : 7,2020-02-21,19,2LVw2bIK99go1NdD77dUCW,Outro : Ego,68,0.808,0.903,0,-3.106,1,0.0957,0.0121,0.000248,0.0993,0.473,116.988,audio_features,2LVw2bIK99go1NdD77dUCW,spotify:track:2LVw2bIK99go1NdD77dUCW,https://api.spotify.com/v1/tracks/2LVw2bIK99go1NdD77dUCW,https://api.spotify.com/v1/audio-analysis/2LVw2bIK99go1NdD77dUCW,196199,4
198,5W1XY5ucNATjTULERvXx9j,MAP OF THE SOUL : 7,2020-02-21,20,4JWbH50WabthGhmtduR8b9,ON (Feat. Sia),61,0.591,0.848,9,-4.396,0,0.0828,0.137,0.0,0.372,0.385,105.924,audio_features,4JWbH50WabthGhmtduR8b9,spotify:track:4JWbH50WabthGhmtduR8b9,https://api.spotify.com/v1/tracks/4JWbH50WabthGhmtduR8b9,https://api.spotify.com/v1/audio-analysis/4JWbH50WabthGhmtduR8b9,246816,4
199,6nYfHQnvkvOTNHnOhDT3sr,BE,2020-11-20,1,5FVbvttjEvQ8r2BgUcJgNg,Life Goes On,79,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,audio_features,5FVbvttjEvQ8r2BgUcJgNg,spotify:track:5FVbvttjEvQ8r2BgUcJgNg,https://api.spotify.com/v1/tracks/5FVbvttjEvQ8r2BgUcJgNg,https://api.spotify.com/v1/audio-analysis/5FVbvttjEvQ8r2BgUcJgNg,207481,4
200,6nYfHQnvkvOTNHnOhDT3sr,BE,2020-11-20,2,1NHl9g36Ebu3g16y0vtUNV,Fly To My Room,70,0.764,0.526,11,-7.355,1,0.212,0.0484,0.0,0.0718,0.588,114.91,audio_features,1NHl9g36Ebu3g16y0vtUNV,spotify:track:1NHl9g36Ebu3g16y0vtUNV,https://api.spotify.com/v1/tracks/1NHl9g36Ebu3g16y0vtUNV,https://api.spotify.com/v1/audio-analysis/1NHl9g36Ebu3g16y0vtUNV,222243,4
201,6nYfHQnvkvOTNHnOhDT3sr,BE,2020-11-20,3,7Ki0hse0IfXEcXUlpyECbJ,Blue & Grey,74,0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953,audio_features,7Ki0hse0IfXEcXUlpyECbJ,spotify:track:7Ki0hse0IfXEcXUlpyECbJ,https://api.spotify.com/v1/tracks/7Ki0hse0IfXEcXUlpyECbJ,https://api.spotify.com/v1/audio-analysis/7Ki0hse0IfXEcXUlpyECbJ,254950,4
202,6nYfHQnvkvOTNHnOhDT3sr,BE,2020-11-20,4,16SFlxZd0oH4YA7KvCQlsG,Skit,53,0.703,0.321,4,-13.135,1,0.884,0.864,0.0,0.908,0.544,114.822,audio_features,16SFlxZd0oH4YA7KvCQlsG,spotify:track:16SFlxZd0oH4YA7KvCQlsG,https://api.spotify.com/v1/tracks/16SFlxZd0oH4YA7KvCQlsG,https://api.spotify.com/v1/audio-analysis/16SFlxZd0oH4YA7KvCQlsG,179548,4
203,6nYfHQnvkvOTNHnOhDT3sr,BE,2020-11-20,5,6Fnvi5QnVkTskSzeRvvQds,Telepathy,73,0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994,audio_features,6Fnvi5QnVkTskSzeRvvQds,spotify:track:6Fnvi5QnVkTskSzeRvvQds,https://api.spotify.com/v1/tracks/6Fnvi5QnVkTskSzeRvvQds,https://api.spotify.com/v1/audio-analysis/6Fnvi5QnVkTskSzeRvvQds,202313,4
204,6nYfHQnvkvOTNHnOhDT3sr,BE,2020-11-20,6,0hxeouHqP3qzpTHerA7ha2,Dis-ease,71,0.731,0.845,8,-5.352,1,0.132,0.0132,0.0,0.0782,0.484,101.085,audio_features,0hxeouHqP3qzpTHerA7ha2,spotify:track:0hxeouHqP3qzpTHerA7ha2,https://api.spotify.com/v1/tracks/0hxeouHqP3qzpTHerA7ha2,https://api.spotify.com/v1/audio-analysis/0hxeouHqP3qzpTHerA7ha2,239722,4
205,6nYfHQnvkvOTNHnOhDT3sr,BE,2020-11-20,7,0TdWVbcerMAcvljXrl9gpG,Stay,71,0.582,0.693,6,-5.048,1,0.0465,0.114,0.0,0.13,0.341,125.904,audio_features,0TdWVbcerMAcvljXrl9gpG,spotify:track:0TdWVbcerMAcvljXrl9gpG,https://api.spotify.com/v1/tracks/0TdWVbcerMAcvljXrl9gpG,https://api.spotify.com/v1/audio-analysis/0TdWVbcerMAcvljXrl9gpG,204800,4
206,6nYfHQnvkvOTNHnOhDT3sr,BE,2020-11-20,8,5QDLhrAOJJdNAmCTJ8xMyW,Dynamite,85,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,audio_features,5QDLhrAOJJdNAmCTJ8xMyW,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,https://api.spotify.com/v1/tracks/5QDLhrAOJJdNAmCTJ8xMyW,https://api.spotify.com/v1/audio-analysis/5QDLhrAOJJdNAmCTJ8xMyW,199054,4
207,1Yo63a5AzPMyHiYMKYIrld,Dynamite (DayTime Version),2020-08-28,1,72IwoG8tqvIWV10IHjpNNA,Dynamite,59,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,audio_features,72IwoG8tqvIWV10IHjpNNA,spotify:track:72IwoG8tqvIWV10IHjpNNA,https://api.spotify.com/v1/tracks/72IwoG8tqvIWV10IHjpNNA,https://api.spotify.com/v1/audio-analysis/72IwoG8tqvIWV10IHjpNNA,199054,4
208,1Yo63a5AzPMyHiYMKYIrld,Dynamite (DayTime Version),2020-08-28,2,0V2wvC5MkDjMZyFttv8sZF,Dynamite - Instrumental,44,0.861,0.658,11,-6.966,1,0.05,0.00903,0.803,0.0443,0.625,114.0,audio_features,0V2wvC5MkDjMZyFttv8sZF,spotify:track:0V2wvC5MkDjMZyFttv8sZF,https://api.spotify.com/v1/tracks/0V2wvC5MkDjMZyFttv8sZF,https://api.spotify.com/v1/audio-analysis/0V2wvC5MkDjMZyFttv8sZF,198770,4
209,1Yo63a5AzPMyHiYMKYIrld,Dynamite (DayTime Version),2020-08-28,3,083PvB3ID4h3jiGJ1GbbPA,Dynamite - Acoustic Remix,49,0.656,0.889,1,-5.136,0,0.203,0.0228,7.56e-06,0.366,0.575,113.943,audio_features,083PvB3ID4h3jiGJ1GbbPA,spotify:track:083PvB3ID4h3jiGJ1GbbPA,https://api.spotify.com/v1/tracks/083PvB3ID4h3jiGJ1GbbPA,https://api.spotify.com/v1/audio-analysis/083PvB3ID4h3jiGJ1GbbPA,197994,4
210,1Yo63a5AzPMyHiYMKYIrld,Dynamite (DayTime Version),2020-08-28,4,0GIfKnZxlWAtX7P3b8PYyP,Dynamite - EDM Remix,45,0.707,0.838,1,-4.732,0,0.0599,0.0019,0.444,0.0961,0.318,122.985,audio_features,0GIfKnZxlWAtX7P3b8PYyP,spotify:track:0GIfKnZxlWAtX7P3b8PYyP,https://api.spotify.com/v1/tracks/0GIfKnZxlWAtX7P3b8PYyP,https://api.spotify.com/v1/audio-analysis/0GIfKnZxlWAtX7P3b8PYyP,198939,4
211,1Yo63a5AzPMyHiYMKYIrld,Dynamite (DayTime Version),2020-08-28,5,3u4igxLGmXBu1eiQjawtoe,Dynamite - Tropical Remix,52,0.729,0.896,1,-3.308,0,0.0667,0.0295,1.52e-06,0.234,0.62,114.035,audio_features,3u4igxLGmXBu1eiQjawtoe,spotify:track:3u4igxLGmXBu1eiQjawtoe,https://api.spotify.com/v1/tracks/3u4igxLGmXBu1eiQjawtoe,https://api.spotify.com/v1/audio-analysis/3u4igxLGmXBu1eiQjawtoe,197101,4
212,1Yo63a5AzPMyHiYMKYIrld,Dynamite (DayTime Version),2020-08-28,6,087YUEkmOGciKOflc5sQE6,Dynamite - Poolside Remix,43,0.686,0.877,1,-4.854,0,0.143,0.0089,0.000869,0.208,0.406,123.91,audio_features,087YUEkmOGciKOflc5sQE6,spotify:track:087YUEkmOGciKOflc5sQE6,https://api.spotify.com/v1/tracks/087YUEkmOGciKOflc5sQE6,https://api.spotify.com/v1/audio-analysis/087YUEkmOGciKOflc5sQE6,182592,4
213,7cvsViO3Tg4w5ixs5Aq7mS,Dynamite (NightTime Version),2020-09-18,1,72wqLtMtkrB0qUw6jSqM0Z,Dynamite,60,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,audio_features,72wqLtMtkrB0qUw6jSqM0Z,spotify:track:72wqLtMtkrB0qUw6jSqM0Z,https://api.spotify.com/v1/tracks/72wqLtMtkrB0qUw6jSqM0Z,https://api.spotify.com/v1/audio-analysis/72wqLtMtkrB0qUw6jSqM0Z,199054,4
214,7cvsViO3Tg4w5ixs5Aq7mS,Dynamite (NightTime Version),2020-09-18,2,2sST8al9ONECpQzAV4E4TW,Dynamite - Instrumental,29,0.861,0.658,11,-6.966,1,0.05,0.00903,0.803,0.0443,0.625,114.0,audio_features,2sST8al9ONECpQzAV4E4TW,spotify:track:2sST8al9ONECpQzAV4E4TW,https://api.spotify.com/v1/tracks/2sST8al9ONECpQzAV4E4TW,https://api.spotify.com/v1/audio-analysis/2sST8al9ONECpQzAV4E4TW,198770,4
215,7cvsViO3Tg4w5ixs5Aq7mS,Dynamite (NightTime Version),2020-09-18,3,3adJ5vW78N4lpm4DzbCt6d,Dynamite - Slow Jam Remix,45,0.653,0.683,4,-3.82,1,0.0398,0.36,1e-06,0.324,0.534,113.977,audio_features,3adJ5vW78N4lpm4DzbCt6d,spotify:track:3adJ5vW78N4lpm4DzbCt6d,https://api.spotify.com/v1/tracks/3adJ5vW78N4lpm4DzbCt6d,https://api.spotify.com/v1/audio-analysis/3adJ5vW78N4lpm4DzbCt6d,199690,4
216,7cvsViO3Tg4w5ixs5Aq7mS,Dynamite (NightTime Version),2020-09-18,4,7MRdjWiq6wu1bFqlnqve5q,Dynamite - Midnight Remix,40,0.782,0.795,4,-4.167,1,0.122,0.0689,0.0,0.109,0.402,114.036,audio_features,7MRdjWiq6wu1bFqlnqve5q,spotify:track:7MRdjWiq6wu1bFqlnqve5q,https://api.spotify.com/v1/tracks/7MRdjWiq6wu1bFqlnqve5q,https://api.spotify.com/v1/audio-analysis/7MRdjWiq6wu1bFqlnqve5q,196509,4
217,7cvsViO3Tg4w5ixs5Aq7mS,Dynamite (NightTime Version),2020-09-18,5,46cgcwt80u5CaiqHu361UH,Dynamite - Retro Remix,42,0.647,0.915,4,-2.031,1,0.148,0.0659,0.0,0.327,0.776,113.936,audio_features,46cgcwt80u5CaiqHu361UH,spotify:track:46cgcwt80u5CaiqHu361UH,https://api.spotify.com/v1/tracks/46cgcwt80u5CaiqHu361UH,https://api.spotify.com/v1/audio-analysis/46cgcwt80u5CaiqHu361UH,208404,4
218,7cvsViO3Tg4w5ixs5Aq7mS,Dynamite (NightTime Version),2020-09-18,6,70hNTQkU4hogweDWeMLaWT,Dynamite - Bedroom Remix,42,0.756,0.745,1,-3.263,0,0.0341,0.0631,0.0,0.221,0.726,109.063,audio_features,70hNTQkU4hogweDWeMLaWT,spotify:track:70hNTQkU4hogweDWeMLaWT,https://api.spotify.com/v1/tracks/70hNTQkU4hogweDWeMLaWT,https://api.spotify.com/v1/audio-analysis/70hNTQkU4hogweDWeMLaWT,207926,4
219,0PBQ3Cp6NG8WX0G9KQVNMP,"Butter (Hotter, Sweeter, Cooler)",2021-06-04,1,1mWdTewIgB3gtBM3TOSFhB,Butter,86,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,audio_features,1mWdTewIgB3gtBM3TOSFhB,spotify:track:1mWdTewIgB3gtBM3TOSFhB,https://api.spotify.com/v1/tracks/1mWdTewIgB3gtBM3TOSFhB,https://api.spotify.com/v1/audio-analysis/1mWdTewIgB3gtBM3TOSFhB,164442,4
220,0PBQ3Cp6NG8WX0G9KQVNMP,"Butter (Hotter, Sweeter, Cooler)",2021-06-04,2,2uuWT347cQG0fRkrgAZ5KQ,Butter - Hotter Remix,61,0.702,0.748,8,-5.215,1,0.0489,0.00223,0.0,0.23,0.789,110.028,audio_features,2uuWT347cQG0fRkrgAZ5KQ,spotify:track:2uuWT347cQG0fRkrgAZ5KQ,https://api.spotify.com/v1/tracks/2uuWT347cQG0fRkrgAZ5KQ,https://api.spotify.com/v1/audio-analysis/2uuWT347cQG0fRkrgAZ5KQ,166962,4
221,0PBQ3Cp6NG8WX0G9KQVNMP,"Butter (Hotter, Sweeter, Cooler)",2021-06-04,3,4RCf2OBsZfbMeGNXY872aE,Butter - Sweeter Remix,59,0.728,0.551,5,-5.375,0,0.0577,0.0674,0.0,0.335,0.792,110.059,audio_features,4RCf2OBsZfbMeGNXY872aE,spotify:track:4RCf2OBsZfbMeGNXY872aE,https://api.spotify.com/v1/tracks/4RCf2OBsZfbMeGNXY872aE,https://api.spotify.com/v1/audio-analysis/4RCf2OBsZfbMeGNXY872aE,161935,4
222,0PBQ3Cp6NG8WX0G9KQVNMP,"Butter (Hotter, Sweeter, Cooler)",2021-06-04,4,7zOpZlwRK74a1nuszDZ5ZQ,Butter - Cooler Remix,60,0.651,0.809,8,-3.667,1,0.132,0.00632,0.0,0.321,0.893,110.045,audio_features,7zOpZlwRK74a1nuszDZ5ZQ,spotify:track:7zOpZlwRK74a1nuszDZ5ZQ,https://api.spotify.com/v1/tracks/7zOpZlwRK74a1nuszDZ5ZQ,https://api.spotify.com/v1/audio-analysis/7zOpZlwRK74a1nuszDZ5ZQ,161633,4
223,0PBQ3Cp6NG8WX0G9KQVNMP,"Butter (Hotter, Sweeter, Cooler)",2021-06-04,5,4vNAtmfodHh3Q861erXhok,Butter - Instrumental,51,0.429,0.387,1,-7.486,1,0.0753,0.000178,0.802,0.142,0.41,109.893,audio_features,4vNAtmfodHh3Q861erXhok,spotify:track:4vNAtmfodHh3Q861erXhok,https://api.spotify.com/v1/tracks/4vNAtmfodHh3Q861erXhok,https://api.spotify.com/v1/audio-analysis/4vNAtmfodHh3Q861erXhok,162147,4
