"","X","Actual_Popularity","rmse","Lasso_regression","Ridge_regression","Single_tree","Pruned_tree","Boosting","Bagging500","Bagging1000","Bagging1500","Bagging2000","RF500"
"44",44,32,6.4517331601886,24.2798963813571,24.6533389569961,24.7066795740561,24.7066795740561,21.7636290813426,26.8079666666667,27.5676833333333,27.2481825396825,27.4213785714285,27.3072666666667
"45",45,63,34.5132041585516,27.8209589060255,28.0583680644812,24.7066795740561,24.7066795740561,25.5329172751808,31.4263666666667,30.67255,30.6087111111111,30.55625,29.6622666666667
"46",46,16,2.12618288293091,18.7541408058548,18.3902393059125,19.1567877629063,19.1567877629063,18.5095264895832,14.4310666666667,14.5552666666667,14.6020222222222,14.67105,15.5938606060606
"47",47,34,2.36303993802677,30.8519125638867,30.2477887139427,30.4461193072482,30.4461193072482,31.7675008398249,33.6860666666667,33.64255,33.7014555555555,33.73725,31.4045666666667
"48",48,15,20.4930990551732,31.2186681815829,31.1363467727889,30.4461193072482,30.4461193072482,35.6797763766797,39.5371666666666,37.9747333333334,38.1358222222223,38.337625,35.9027818181818
"49",49,31,12.146504676657,24.8884400321473,25.3195445671579,19.1567877629063,19.1567877629063,17.5491538566982,17.5416,17.4493166666667,17.4345555555556,17.2886333333333,18.0743666666667
"50",50,35,8.88403566114541,30.4076189430481,31.1413988633535,30.4461193072482,30.4461193072482,25.789571129406,24.3543333333333,24.3744333333334,24.1441492063492,24.1951035714286,23.6718666666667
"51",51,32,2.8139027878778,33.8603595546396,34.0158719702724,30.4461193072482,30.4461193072482,32.2091837399678,35.5541333333333,35.2425166666667,35.5931555555555,35.742,35.2618
"52",52,28,10.2340391336268,21.5257673771967,21.2655092730625,24.7066795740561,24.7066795740561,20.6107885259534,14.9497,15.2139166666667,14.8316222222222,14.8876,16.2757
"53",53,32,3.56766542243939,28.3378128854395,28.2051509852406,30.4461193072482,30.4461193072482,28.6561293872121,28.4822666666667,27.8699833333334,27.8431555555556,27.7986916666667,28.2350666666667
"54",54,74,42.2499519547736,27.312390460011,27.0247746847092,30.4461193072482,30.4461193072482,30.7118545200763,34.0418666666667,33.8644916666667,33.83555,33.8297291666667,34.8401
"55",55,32,1.54046763919343,29.7832741851381,29.9740985419242,30.4461193072482,30.4461193072482,33.3271025095573,32.9523,33.2576833333333,33.1807888888889,33.3561023809524,33.7129133333333
"56",56,13,16.0652581873049,24.8395706463962,24.781160462869,30.4461193072482,30.4461193072482,27.2369977860635,30.2780666666667,29.993375,30.54305,30.4080958333334,28.7312333333333
"57",57,47,20.6524064687302,24.0213452754894,23.4475008012576,24.7066795740561,24.7066795740561,23.4949771212587,29.2930333333333,28.61255,28.5871444444445,28.5404333333334,27.2426666666667
"58",58,33,9.06848922423658,27.3058626519665,27.3452826613335,23.4872881355932,23.4872881355932,24.6115775859813,22.9566666666667,23.4816166666667,23.1716111111111,23.3053583333333,22.378
"59",59,33,7.85943803111046,24.6073799600397,23.8262768163061,30.4461193072482,30.4461193072482,28.3685702116023,23.6649619047619,23.9317,24.1451126984127,24.1963678571428,23.6407
"60",60,20,7.28854035370011,25.1030823914898,25.7400917812042,30.4461193072482,30.4461193072482,25.1358275397038,26.2678,26.9325333333334,26.9685888888889,27.2568571428571,26.2857666666667
"61",61,56,22.1708348810666,33.9848693215581,33.9980686738621,30.4461193072482,30.4461193072482,35.1917089058375,35.2738666666667,34.9781928571429,35.0865952380952,34.9811380952381,33.4872714285714
"62",62,17,5.51037211402073,13.6930236087472,13.2905568142515,23.4872881355932,23.4872881355932,19.4388887946174,22.7734666666667,23.5355666666667,23.4085444444444,23.6247416666666,20.7817666666667
"63",63,10,10.9709300765526,22.0577054445417,22.1840132929215,19.1567877629063,19.1567877629063,22.7417662059892,21.0442666666667,21.3845666666667,21.2581666666667,21.1312666666666,18.5993666666667
"64",64,26,6.54359801014471,27.8427827637882,28.4946411554996,24.7066795740561,24.7066795740561,27.7334951326891,34.8318,35.6401428571428,35.246153968254,35.2011071428572,31.4121
"65",65,15,3.44942871392005,20.5370063167548,20.0223190779445,15.9303079416532,15.9303079416532,21.1087544212615,17.1959333333333,17.3730333333333,17.2282333333333,17.3198333333334,18.1261
"66",66,38,13.7653780321424,23.8300373449281,24.6470515899953,14.2463768115942,14.2463768115942,20.6278288243788,30.9259,31.8363,31.7106888888889,31.5917833333333,29.9209333333333
"67",67,50,16.0497582034073,31.749577667186,32.0969398251848,30.4461193072482,30.4461193072482,36.9600938644212,35.9961333333333,34.92005,35.1720777777778,35.4648,36.6107333333333
"68",68,9,17.9850238249405,27.1710379290522,27.3286420720348,24.7066795740561,24.7066795740561,28.2139149902732,27.9825333333333,26.90415,27.1281555555556,26.947925,28.3801666666667
"69",69,11,21.9151941923534,30.7475030085013,31.6727551221494,30.4461193072482,30.4461193072482,34.1176698963124,33.3481333333333,34.5990404761905,34.1796714285714,33.9295952380953,34.0172333333334
"70",70,7,11.926289074765,17.634311651993,17.3261601188874,14.2463768115942,14.2463768115942,21.148564067094,20.1536,20.467869047619,20.4373698412698,20.2708523809524,19.3485
