"","Artist","Album_Name","Track_Title","Track_Id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","Y"
"2464","SHINee","Chapter 1. 'Dream Girl - The Misconceptions of You' - The 3rd Album","Runaway","35ZCMJM9kkV6DoBYuVyusY",0.794,0.909,0,-1.905,1,0.0677,0.101,0,0.1,0.858,126.018,190142,4,27
"2465","SHINee","Sherlock - The 4th Mini Album","Sherlock (Clue + Note)","2sVtrcj32v3fR8mLjqWziv",0.64,0.937,1,-2.112,1,0.0839,0.0069,0,0.393,0.316,107.013,239187,4,56
"2466","SHINee","Sherlock - The 4th Mini Album","Clue","0TMFkkSBm0kyVZeYQcGNjB",0.687,0.921,1,-2.133,1,0.0501,0.00268,1.54e-06,0.265,0.3,107.045,218973,4,30
"2467","SHINee","Sherlock - The 4th Mini Album","Note","0JottZKMJFyhzttdZfuM9T",0.578,0.948,5,-2.061,0,0.152,0.0559,0,0.232,0.601,107.191,167533,4,30
"2468","SHINee","Sherlock - The 4th Mini Album","Alarm Clock","0vmAXhoWnUsbaT69SbX3JJ",0.655,0.881,5,-4.075,0,0.0602,0.0484,2.5e-06,0.0632,0.731,94.005,241347,4,31
"2469","SHINee","Sherlock - The 4th Mini Album","The Reason","6ncP102bxNYWrEcgzXXMYy",0.527,0.715,11,-5.82,1,0.0369,0.14,0,0.0845,0.355,132.964,256581,4,31
"2470","SHINee","Sherlock - The 4th Mini Album","Stranger - Korean Version","58odzD4sVaiRyWCbiUFm4s",0.802,0.788,9,-3.787,0,0.066,0.0367,0,0.246,0.742,127.943,195213,4,35
"2471","SHINee","Sherlock - The 4th Mini Album","Honesty","2EFCh6MtGVKxGPVDH3jY3L",0.794,0.345,4,-8.013,1,0.0341,0.66,0,0.155,0.59,116.091,231453,4,33
"2472","SHINee","SHINee World (The 1st Asia Tour Album)","Into the SHINee World - Live","1cjNh9j9KoudxXcoyq9YWU",0.318,0.765,0,-7.137,0,0.0403,0.00545,0.381,0.0981,0.196,110.012,234280,4,11
"2473","SHINee","SHINee World (The 1st Asia Tour Album)","The SHINee World (Doo-Bop) - Rearranged Version, Live","0iK4OQBSzXX5mYAnxnA00j",0.782,0.826,5,-6.403,0,0.0466,0.019,1.75e-05,0.33,0.464,112.006,272947,4,19
"2474","SHINee","SHINee World (The 1st Asia Tour Album)","세뇨리따 Senorita - Rearranged Version, Live","4LXew9aY3TVwKzjls55t2c",0.776,0.847,7,-6.357,1,0.0965,0.0798,2.71e-06,0.926,0.417,106.016,226587,4,13
"2475","SHINee","SHINee World (The 1st Asia Tour Album)","Get Down - Live","4tBShNNAGAALWJXUQjJY9A",0.644,0.964,7,-4.501,0,0.343,0.231,0,0.862,0.657,106.919,188613,4,10
"2476","SHINee","SHINee World (The 1st Asia Tour Album)","아.미.고 Amigo - Rearranged Version, Live","3ZA0Jc0TBlCb9TI6aPaYhu",0.641,0.976,9,-3.791,1,0.239,0.00634,0,0.372,0.221,116.814,228667,4,12
"2477","SHINee","SHINee World (The 1st Asia Tour Album)","줄리엣 Juliette - Rearranged Version, Live","4eguUv8MIviQA5U39CWn7W",0.672,0.916,7,-4.998,1,0.068,0.112,0,0.96,0.639,109.005,210387,4,14
"2478","SHINee","SHINee World (The 1st Asia Tour Album)","Hello - Live","073MKiHnvmzA3dUFnhBboP",0.645,0.7,5,-5.249,1,0.0627,0.142,0,0.928,0.524,96.965,183107,4,29
"2479","SHINee","SHINee World (The 1st Asia Tour Album)","Your Name - Live","6nQQ2BltC6ZuJXhAMvta34",0.588,0.591,9,-6.945,0,0.038,0.242,0,0.892,0.31,90.016,262453,4,14
"2480","SHINee","SHINee World (The 1st Asia Tour Album)","Stand By Me - Live","2loiab7rLHiw0hbWiIE2SC",0.732,0.718,0,-5.442,1,0.0393,0.406,0,0.78,0.585,110.949,241933,4,42
"2481","SHINee","SHINee World (The 1st Asia Tour Album)","사.계.후 (Love Still Goes On) - Live","1uEcr2vqYibqHrIuy9rKbo",0.699,0.762,9,-4.788,0,0.198,0.101,0,0.886,0.477,114.937,176573,4,12
"2482","SHINee","SHINee World (The 1st Asia Tour Album)","Girls - Live","6ga87yFI8EUzwPvt9oA0PH",0.758,0.85,10,-6.375,0,0.126,0.266,0,0.339,0.653,135.989,245200,4,12
"2483","SHINee","SHINee World (The 1st Asia Tour Album)","OMG (MINHO Solo) - Live","3lTw7JC7cbBPnw0IRkSTtb",0.791,0.827,4,-6.828,0,0.0544,0.257,7.28e-06,0.737,0.552,130.029,210453,4,21
"2484","SHINee","SHINee World (The 1st Asia Tour Album)","소년, 소녀를 만나다 (Romeo+Juliette) [TAEMIN Solo] - Rearranged Version, Live","2POap6N80B4MIGP3qZIJxd",0.61,0.632,1,-6.557,0,0.0371,0.313,2.4e-06,0.15,0.355,107.908,339853,4,15
"2485","SHINee","SHINee World (The 1st Asia Tour Album)","My First Kiss (KEY Solo) - Live","6m3125vUtgUDj5csjD41lc",0.58,0.826,4,-6.372,0,0.149,0.0592,0,0.879,0.657,136.54,240480,4,14
"2486","SHINee","SHINee World (The 1st Asia Tour Album)","A-Yo - Live","2ExB83aKeGay5s3BxNFxex",0.665,0.829,8,-3.951,1,0.0685,0.581,0,0.697,0.525,86.995,268387,4,19
"2487","SHINee","SHINee World (The 1st Asia Tour Album)","너 아니면 안 되는 걸 (Romantic) - Live","48qWBDljyIQS35Ap0doVO3",0.61,0.619,0,-6.218,1,0.0809,0.206,0,0.625,0.453,127.611,297893,4,17
"2488","SHINee","SHINee World (The 1st Asia Tour Album)","욕 慾 [Obsession] - Live","6bwZ73QJej9a4RZs9XYm3M",0.596,0.761,2,-5.93,0,0.155,0.248,0,0.631,0.75,74.827,247840,4,14
"2489","SHINee","SHINee World (The 1st Asia Tour Album)","화장을 하고 (Graze) - Live","4xpL726TpKAOe8wxpGppkg",0.584,0.729,0,-5.145,0,0.0758,0.55,0,0.228,0.674,83.92,218787,4,14
"2490","SHINee","SHINee World (The 1st Asia Tour Album)","누난 너무 예뻐 (Replay) - Live","2O7DJ26ffSpxD3giTttz6m",0.703,0.712,1,-5.491,1,0.1,0.184,3.44e-06,0.663,0.598,99.99,217147,4,30
"2491","SHINee","SHINee World (The 1st Asia Tour Album)","산소 같은 너 Love Like Oxygen - Live","2Heh5NPsfiVcMFVRZQ63fi",0.681,0.776,5,-4.279,1,0.106,0.0104,0,0.868,0.759,98.272,188867,4,19
"2492","SHINee","SHINee World (The 1st Asia Tour Album)","화살 (Quasimodo) - Live","1UbKU1TzTwXh64Dc3YNNyj",0.358,0.526,5,-7.385,0,0.0392,0.333,0,0.822,0.31,141.636,249813,4,16
"2493","SHINee","SHINee World (The 1st Asia Tour Album)","Life - Live","7vzxBGF7tVmIZZ1qHFgTPv",0.592,0.516,0,-7.22,1,0.0502,0.667,0,0.535,0.286,124.002,279573,4,14
"2494","SHINee","SHINee World (The 1st Asia Tour Album)","Nessun Dorma (공주는 잠 못 이루고) [ONEW Solo] - Live","66fgtG7gKxqKt6lUvIZwlU",0.226,0.251,0,-9.071,1,0.0306,0.97,5.57e-05,0.688,0.0746,105.399,162773,3,21
"2495","SHINee","SHINee World (The 1st Asia Tour Album)","섬집아기 - Live","5SK1j5687QyiGwK4pBUm62",0.28,0.27,10,-12.39,1,0.0357,0.824,0.00169,0.5,0.145,110.464,244533,3,13
"2496","SHINee","SHINee World (The 1st Asia Tour Album)","Ring Ding Dong - Rearranged Version, Live","014c7E4c4qsIOsPn31OGp2",0.656,0.912,1,-5.059,1,0.0393,0.0505,0.00892,0.331,0.644,124.946,304907,4,28
"2497","SHINee","SHINee World (The 1st Asia Tour Album)","Up & Down - Live","39hYyL6hIlhl6QbVbzmvKA",0.76,0.657,5,-5.578,1,0.0646,0.338,0,0.815,0.397,114.983,211333,4,13
"2498","SHINee","SHINee World (The 1st Asia Tour Album)","Ready or Not - Live","0Gh6VJAYR1JnkMxq71va6j",0.687,0.768,4,-4.511,0,0.103,0.105,0,0.768,0.439,127.894,183573,4,12
"2499","SHINee","SHINee World (The 1st Asia Tour Album)","LUCIFER - Rearranged Version, Live","1PUO4DtMkZrR5qmjUT5oul",0.775,0.822,9,-5.817,1,0.0416,0.012,0,0.304,0.636,125.023,325173,4,18
"2500","SHINee","SHINee World (The 1st Asia Tour Album)","Jo Jo - Live","7Fs4s58YXdSLOvdPZvINiY",0.772,0.839,2,-4.781,0,0.127,0.188,0,0.737,0.468,125.999,215533,4,16
"2501","SHINee","SHINee World (The 1st Asia Tour Album)","보디가드 Bodyguard - Rearranged Version, Live","0mpAxBhKkebRrooO5ZhXfB",0.68,0.94,11,-4.595,1,0.129,0.147,0,0.37,0.68,124.869,189800,4,16
"2502","SHINee","SHINee World (The 1st Asia Tour Album)","하나 One - Live","1EFCxuvyI3VIYzM2026hBp",0.55,0.561,10,-6.149,1,0.044,0.331,0,0.147,0.407,127.855,220947,4,14
"2503","SHINee","SHINee World (The 1st Asia Tour Album)","The SHINee World (Doo-Bop) - Rearranged Version, Live","393BZEhTpGA6hkcFPwnUku",0.838,0.727,1,-5.223,1,0.0686,0.0278,1.31e-06,0.324,0.686,112.003,274200,4,13
"2504","SHINee","SHINee World (The 1st Asia Tour Album)","아.미.고 Amigo - Rearranged Version, Live","30KMYcbvft2sBZxhNZBEzD",0.623,0.988,2,-3.706,1,0.0638,0.000609,1.66e-06,0.0988,0.548,116.966,231613,4,12
"2505","SHINee","SHINee World (The 1st Asia Tour Album)","LUCIFER - Rearranged Version, Live","5xNT0CDU3RZ1nh1G7RvBlG",0.764,0.825,9,-4.36,1,0.0399,0.00866,0,0.132,0.646,125.02,325707,4,23
"2506","SHINee","THE FIRST","LUCIFER","4Qx1Eo8Yh9DYA3Qfmt0Zyt",0.797,0.887,11,-2.65,0,0.0451,0.0191,0,0.0528,0.865,125.025,234067,4,20
"2507","SHINee","THE FIRST","Amigo - Japanese ver.","4GBVBfwTih2dZPR7UV92tW",0.81,0.86,11,-2.061,0,0.0444,0.0265,0,0.315,0.521,117.015,178213,4,10
"2508","SHINee","THE FIRST","JULIETTE","5KedEs9iy5KGWOXeTqFWSB",0.675,0.914,11,-2.863,0,0.107,0.164,0,0.226,0.697,109.025,206147,4,18
"2509","SHINee","THE FIRST","BETTER","207ut6xL9adwHaMgdu9Rq2",0.42,0.861,7,-3.71,0,0.117,0.0579,0,0.3,0.582,81.487,189253,4,15
"2510","SHINee","THE FIRST","To Your Heart","65SEpMuYlyx5wB6j0nrfKD",0.599,0.995,0,-2.05,0,0.172,0.0359,0,0.599,0.233,101.002,201307,4,16
"2511","SHINee","THE FIRST","Always Love","2gcvdryY0kize1JZzbJZbC",0.676,0.733,6,-3.207,1,0.0258,0.0521,0,0.0782,0.708,88.018,222720,4,14
"2512","SHINee","THE FIRST","Replay -君は僕のeverything-","3YlNTty1bQmu6u9BNBEPXD",0.737,0.659,1,-5.478,1,0.0768,0.201,2.37e-06,0.108,0.565,99.968,214080,4,17
"2513","SHINee","THE FIRST","START","6Yjo5b37jCEV6EUlEAkPOb",0.782,0.811,8,-3.254,1,0.0552,0.0985,0,0.479,0.723,125.036,236347,4,11
"2514","SHINee","THE FIRST","Love Like Oxygen","3MVFfBRX8EQi1fuGNf3ZiW",0.725,0.789,5,-3.445,1,0.113,0.0315,0,0.0629,0.888,98.304,183440,4,12
"2515","SHINee","THE FIRST","Hello","4KPS4pxN1tb8vivhgoVukK",0.813,0.599,5,-5.454,1,0.0439,0.0753,0,0.0538,0.554,97.002,184200,4,19
"2516","SHINee","THE FIRST","The SHINee World","4nr7v18FHaUDdHlpIhocoD",0.834,0.779,1,-4.655,1,0.052,0.0145,0,0.0889,0.695,111.987,234827,4,11
"2517","SHINee","THE FIRST","Seesaw","3wBHUA8FMLTFlO0KC4wp82",0.734,0.907,0,-3.699,0,0.0713,0.123,2.43e-06,0.0963,0.905,96.028,161027,4,14
"2518","SHINee","THE FIRST","Stranger","5Hz4ztew1TiJKzlHfHtiyZ",0.78,0.813,9,-3.655,0,0.0736,0.031,0,0.313,0.702,127.914,193293,4,20
"2519","SHINee","Hello - SHINee The 2nd Album Repackage","LUCIFER","48239f9arCavZ0KjdEk3Zd",0.75,0.914,11,-1.819,0,0.0518,0.0323,0,0.107,0.866,125.034,233987,4,45
"2520","SHINee","Hello - SHINee The 2nd Album Repackage","Hello","5udkCCQRyrMgrpHsepMRHX",0.761,0.669,5,-3.973,1,0.0389,0.0674,0,0.0622,0.626,96.985,183613,4,46
"2521","SHINee","Hello - SHINee The 2nd Album Repackage","ONE","5Yj1cYhSW5TNQ23RvfjouU",0.625,0.542,10,-6.268,1,0.0311,0.279,0,0.181,0.537,127.86,214520,4,28
"2522","SHINee","Hello - SHINee The 2nd Album Repackage","Get It","5zwrwJW5sTjgLRBNFhtHiR",0.771,0.666,1,-6.252,1,0.0712,0.017,2.69e-06,0.202,0.358,94.003,202493,4,22
"2523","SHINee","Hello - SHINee The 2nd Album Repackage","UP&DOWN","1vLBNI9esMf2RQoUCY0VmJ",0.767,0.775,2,-3.756,1,0.0533,0.143,0,0.308,0.591,115.003,212880,4,21
"2524","SHINee","Hello - SHINee The 2nd Album Repackage","Electric Heart","5Ivbi8AVxGONiryPck0vmn",0.849,0.821,8,-4.76,1,0.132,0.218,0.000332,0.102,0.723,108.018,199547,4,20
"2525","SHINee","Hello - SHINee The 2nd Album Repackage","A-Yo","3W0WcT90oUroCIb6ANyf0L",0.351,0.874,8,-2.518,1,0.0832,0.317,0,0.116,0.449,85.307,267120,4,26
"2526","SHINee","Hello - SHINee The 2nd Album Repackage","Obsession","6bFuXYrsmbVwzOtcqn8fM2",0.61,0.79,2,-3.288,0,0.109,0.161,0,0.0391,0.94,74.961,249147,4,21
"2527","SHINee","Hello - SHINee The 2nd Album Repackage","Quasimodo","4WBQxpjYHAeUCg5TkuwZOt",0.372,0.596,5,-4.882,0,0.0375,0.0831,0,0.135,0.348,141.157,249160,4,22
"2528","SHINee","Hello - SHINee The 2nd Album Repackage","Shout Out","2nB9mlzmymkpcRkoTSS5W0",0.695,0.724,1,-5.689,1,0.244,0.057,0,0.311,0.382,106.942,173013,4,17
"2529","SHINee","Hello - SHINee The 2nd Album Repackage","WOWOWOW","70Mz5aLFiKHReW8S5rHJUr",0.782,0.768,4,-3.084,1,0.101,0.101,0,0.211,0.769,92.002,191933,4,19
"2530","SHINee","Hello - SHINee The 2nd Album Repackage","Your Name","7GUmmMQSZgCjWUIt1d6EEC",0.645,0.585,7,-5.084,1,0.0338,0.102,0,0.448,0.544,90.027,246800,4,20
"2531","SHINee","Hello - SHINee The 2nd Album Repackage","Life","0pkYsDA7gZfKLcrnBZl3aA",0.621,0.62,0,-4.832,1,0.0414,0.463,0,0.444,0.288,123.923,278427,4,21
"2532","SHINee","Hello - SHINee The 2nd Album Repackage","Ready or Not","3Ay2RxSHKtZJEs2gR8mFJ1",0.703,0.903,4,-2.926,0,0.0632,0.00482,0,0.308,0.773,127.906,183587,4,21
"2533","SHINee","Hello - SHINee The 2nd Album Repackage","Love Pain","4RGX5njohjyJ6RDr4W46H4",0.761,0.812,6,-3.944,1,0.0442,0.0107,0,0.0705,0.655,119.954,223347,4,19
"2534","SHINee","Hello - SHINee The 2nd Album Repackage","Love Still Goes On","4mR6uwegtM3hGPD5Z3pjQh",0.719,0.863,4,-3.3,0,0.061,0.017,0,0.335,0.749,114.966,175747,4,21
"2535","SHINee","Lucifer - The 2nd Album","UP&DOWN","0Ds1F3FapeVqxZYPQ3b6Ih",0.767,0.775,2,-3.756,1,0.0533,0.143,0,0.308,0.591,115.003,212880,4,28
"2536","SHINee","Lucifer - The 2nd Album","LUCIFER","7xAACq6jlGqXw4bNCTYcm6",0.75,0.914,11,-1.819,0,0.0518,0.0323,0,0.107,0.866,125.034,233987,4,54
"2537","SHINee","Lucifer - The 2nd Album","Electric Heart","53tgv7hpuQJuVixwEc3N9A",0.849,0.821,8,-4.76,1,0.132,0.218,0.000332,0.102,0.723,108.018,199547,4,26
"2538","SHINee","Lucifer - The 2nd Album","A-Yo","7KLg08N1kcVQKK96LL5eBG",0.351,0.874,8,-2.518,1,0.0832,0.317,0,0.116,0.449,85.307,267120,4,35
"2539","SHINee","Lucifer - The 2nd Album","Obsession","3DKuL6fqEmmtZsGkt8YZSM",0.61,0.79,2,-3.288,0,0.109,0.161,0,0.0391,0.94,74.961,249147,4,28
"2540","SHINee","Lucifer - The 2nd Album","Quasimodo","6VvKWfhsRNdioqyt9HoPzk",0.372,0.596,5,-4.882,0,0.0375,0.0831,0,0.135,0.348,141.157,249160,4,30
"2541","SHINee","Lucifer - The 2nd Album","Shout Out","1oXnwk3Z28OwSGnLSdqZNP",0.695,0.724,1,-5.689,1,0.244,0.057,0,0.311,0.382,106.942,173013,4,22
"2542","SHINee","Lucifer - The 2nd Album","Wowowow","2U8erLnspbtDH5BEJ0gsLW",0.782,0.768,4,-3.084,1,0.101,0.101,0,0.211,0.769,92.002,191933,4,23
"2543","SHINee","Lucifer - The 2nd Album","Your Name","4EoYAleb9M2rZTFYxULIMi",0.645,0.585,7,-5.084,1,0.0338,0.102,0,0.448,0.544,90.027,246800,4,26
"2544","SHINee","Lucifer - The 2nd Album","Life","4rZ7JOd7Q2GH2W7kFFZDlL",0.621,0.62,0,-4.832,1,0.0414,0.463,0,0.444,0.288,123.923,278427,4,26
"2545","SHINee","Lucifer - The 2nd Album","Ready or Not","5KSxEAHvUYLIfVnUehKV4i",0.703,0.903,4,-2.926,0,0.0632,0.00482,0,0.308,0.773,127.906,183587,4,29
"2546","SHINee","Lucifer - The 2nd Album","Love Pain","66c2CxhNfezkqXJaHwpGew",0.761,0.812,6,-3.944,1,0.0442,0.0107,0,0.0705,0.655,119.954,223347,4,23
"2547","SHINee","Lucifer - The 2nd Album","Love Still Goes On","3QPPTyejpLV8KmimPvw5Sa",0.719,0.863,4,-3.3,0,0.061,0.017,0,0.335,0.749,114.966,175747,4,29
"2548","SHINee","AMIGO - The 1st Album Repackage","AMIGO","1ru2r3r1Njis2C4IbGzgfS",0.837,0.825,11,-1.555,0,0.0465,0.02,0,0.302,0.495,117.034,179800,4,41
"2549","SHINee","AMIGO - The 1st Album Repackage","Forever or Never","2Mj5FjaIyZO6z89Qs2J9Iy",0.693,0.694,1,-3.443,1,0.0542,0.0256,1.83e-06,0.265,0.459,89.996,186333,4,26
"2550","SHINee","AMIGO - The 1st Album Repackage","Love like Oxygen","3osNMn42bJn4mzq76XdUEn",0.565,0.783,0,-2.348,1,0.256,0.0138,0,0.434,0.832,196.565,182893,4,27
"2551","SHINee","AMIGO - The 1st Album Repackage","Love Should go on (Plugged by DJ Oneshot)","5xJxBrkqMoom44PXo2TTOC",0.768,0.926,5,-3.552,1,0.145,0.277,0,0.251,0.678,99.991,200347,4,22
"2552","SHINee","AMIGO - The 1st Album Repackage","Replay","2kKUdR1pubkw9CPaCR7Ar1",0.716,0.779,1,-2.203,1,0.0805,0.178,1.16e-06,0.167,0.59,99.977,213827,4,28
"2553","SHINee","AMIGO - The 1st Album Repackage","ROMANTIC","0PLPdugHiQTuBwRynIhdBp",0.636,0.709,2,-4.123,0,0.0334,0.0392,0,0.158,0.537,128.025,293853,4,24
"2554","SHINee","AMIGO - The 1st Album Repackage","Love's Way","5O7TNZTCNMXakCPxRUAqSh",0.649,0.801,8,-4.255,1,0.0419,0.191,0,0.132,0.424,139.007,209587,4,20
"2555","SHINee","AMIGO - The 1st Album Repackage","One For Me","1DNfTDNWtDHei2cLZG0AEc",0.726,0.81,1,-3.202,1,0.0785,0.255,0,0.0749,0.631,99.975,206427,4,21
"2556","SHINee","AMIGO - The 1st Album Repackage","Graze","1lifUafhN31b4lVIFjyIFM",0.522,0.793,0,-3.872,0,0.0673,0.367,0,0.14,0.794,83.624,217867,4,19
"2557","SHINee","AMIGO - The 1st Album Repackage","Last Gift (In My Room-Prelude)","4ga5kiHxRp4bHGa6RPRCII",0.767,0.458,7,-6.932,1,0.0294,0.346,1.22e-06,0.0916,0.368,117.457,233800,4,19
"2558","SHINee","AMIGO - The 1st Album Repackage","Best Place","3Uvln29LosC7NfyV8qlrpm",0.726,0.667,8,-5.767,1,0.0371,0.127,0,0.0672,0.589,94.941,224840,4,20
"2559","SHINee","AMIGO - The 1st Album Repackage","Y Si Fuera Ella","6W9yqZS1SSr6eYK1cxWPQk",0.516,0.496,1,-5.784,1,0.029,0.517,0,0.147,0.314,75.621,314867,4,29
"2560","SHINee","AMIGO - The 1st Album Repackage","Four Seasons","7iYcBJ0Bmjpwhanbo4wKqo",0.691,0.665,10,-6.37,1,0.0359,0.171,0,0.251,0.44,121.985,267013,4,18
"2561","SHINee","AMIGO - The 1st Album Repackage","In My Room - Unplugged Remix","7B8eL7gITh6FtleAXZQMyk",0.475,0.513,1,-5.98,0,0.0278,0.568,1.59e-06,0.132,0.293,134.052,267573,4,20
"2562","SHINee","AMIGO - The 1st Album Repackage","The SHINee World (Doo-Bop)","6rmpLF2wqttzJUza3S3u1J",0.844,0.806,1,-3.252,1,0.0542,0.0179,4.9e-06,0.0852,0.652,111.971,235373,4,19
"2563","SHINee","The SHINee World - The First Album","The SHINee World (Doo-Bop)","3zwMB1JyTzgOLo6rDnAVJ4",0.844,0.806,1,-3.252,1,0.0542,0.0179,4.9e-06,0.0852,0.652,111.971,235373,4,36
"2564","SHINee","The SHINee World - The First Album","Love's Way","1WMc6odyURDlOBShHykPqj",0.649,0.801,8,-4.255,1,0.0419,0.191,0,0.132,0.424,139.007,209587,4,29
"2565","SHINee","The SHINee World - The First Album","Love Like Oxygen","0B7QAF2ByMFCp1Ls5ov6R7",0.565,0.783,0,-2.348,1,0.256,0.0138,0,0.434,0.832,196.565,182893,4,42
"2566","SHINee","The SHINee World - The First Album","Romantic","7vAq3yEqNNEv7qL9aeVH7v",0.636,0.709,2,-4.123,0,0.0334,0.0392,0,0.158,0.537,128.025,293853,4,34
"2567","SHINee","The SHINee World - The First Album","One For Me","7ENYTdll3qSINUcxL6FyFZ",0.779,0.538,1,-8.237,1,0.0602,0.0793,0,0.208,0.596,99.982,205187,4,29
"2568","SHINee","The SHINee World - The First Album","Graze","2AQUiBYEDVNHeUhbXfd014",0.522,0.793,0,-3.872,0,0.0673,0.367,0,0.14,0.794,83.624,217867,4,28
"2569","SHINee","The SHINee World - The First Album","Last Gift (In My Room-Prelude)","7vsX3ifCEuzMZwVsxc9QDg",0.767,0.458,7,-6.932,1,0.0294,0.346,1.22e-06,0.0916,0.368,117.457,233800,4,27
"2570","SHINee","The SHINee World - The First Album","Best Place","3dr6blEYg22Ohw3U0hSNsl",0.726,0.667,8,-5.767,1,0.0371,0.127,0,0.0672,0.589,94.941,224840,4,30
"2571","SHINee","The SHINee World - The First Album","Y Si Fuera Ella","17vGPoIBXnSEd31N4B3gSR",0.516,0.496,1,-5.784,1,0.029,0.517,0,0.147,0.314,75.621,314867,4,50
"2572","SHINee","The SHINee World - The First Album","Four Seasons","6V7zvZesXlDuK6WW0pUgpy",0.691,0.665,10,-6.37,1,0.0359,0.171,0,0.251,0.44,121.985,267013,4,26
"2573","SHINee","The SHINee World - The First Album","In My Room - Unplugged Remix","1yY7gFCJe1ueqosbFgWbFS",0.475,0.513,1,-5.98,0,0.0278,0.568,1.59e-06,0.132,0.293,134.052,267573,4,27
"2574","SHINee","The SHINee World - The First Album","Replay","1rp986nzkyAX1wFpxzbwlC",0.716,0.779,1,-2.203,1,0.0805,0.178,1.16e-06,0.167,0.59,99.977,213827,4,59
"2575","2PM","WITH ME AGAIN","僕とまた","1Bsy3IidZ7cedpqyBWtV6f",0.757,0.744,1,-2.737,0,0.0377,0.109,0,0.302,0.757,115.969,227093,4,37
"2576","2PM","WITH ME AGAIN","Make it -Japanese ver.-","66NK0xj3Hzjs5n63pHsIyI",0.716,0.653,1,-4.678,0,0.0909,0.303,0,0.0604,0.742,92.909,181653,4,27
"2577","2PM","WITH ME AGAIN","By My Side","7BfTU820tEjK5Urj6i6ryX",0.774,0.673,2,-4.079,1,0.0354,0.682,0,0.405,0.652,121.522,242107,3,32
"2578","2PM","WITH ME AGAIN","URAHARA","7oOR1vMvqXcINHluB196SC",0.541,0.622,3,-4.978,1,0.164,0.515,0,0.0948,0.371,179.757,247387,4,30
"2579","2PM","WITH ME AGAIN","僕とまた (taalthechoi Remix)","194xSURvWYahFSwpKlhc1X",0.679,0.852,1,-4.642,0,0.127,0.2,0.00435,0.108,0.483,119.934,214680,4,22
"2580","2PM","WITH ME AGAIN","Make it -Japanese ver.- (HotSauce Remix)","62mfY8MsjnrzGVqrfrzOsa",0.668,0.587,1,-5.365,0,0.0514,0.175,0,0.0734,0.695,88.002,192293,4,20
"2581","2PM","WITH ME AGAIN","My House -Japanese ver.- (Acoustic ver.)","5L4ek8FYXrwjeoJTqtf0y6",0.65,0.702,1,-3.339,0,0.105,0.139,0,0.0471,0.799,175.964,200560,4,21
"2582","2PM","MUST","Intro.","3679WStUO85PQ31LrWcexG",0.617,0.546,11,-8.739,0,0.0737,0.0606,0.912,0.184,0.765,85.112,60920,4,28
"2583","2PM","MUST","Make it","4EF941VzqGMLFnYlXH03hG",0.736,0.663,1,-4.37,0,0.121,0.187,0,0.11,0.753,92.924,179707,4,57
"2584","2PM","MUST","OK or Not","3jjddcOmvD6GSFGzszwIda",0.652,0.7,0,-3.422,1,0.106,0.275,0,0.546,0.626,149.966,208053,4,40
"2585","2PM","MUST","On My Way","1CuSRhOoh488ZSANRFUzun",0.741,0.961,8,-1.685,1,0.0604,0.114,0,0.279,0.449,118.019,181373,4,38
"2586","2PM","MUST","Champagne","1Ktx4PgQH5MjlvKbD3zdwk",0.757,0.913,8,-2.825,0,0.0644,0.0199,0,0.0704,0.704,108.995,185147,4,34
"2587","2PM","MUST","The Cafe","3HBJ3t1geHc6eK6rmI3Asd",0.784,0.682,11,-4.443,0,0.0911,0.0765,0,0.202,0.665,141.945,220787,4,40
"2588","2PM","MUST","Moon & Back","6rlNDi7IXYSQHvjHuqRfjz",0.711,0.744,11,-3.818,0,0.123,0.294,0,0.113,0.597,96.012,207427,4,36
"2589","2PM","MUST","Two of Us","72BEpllaXqzm8vgoIfqgl0",0.639,0.626,10,-4.028,1,0.0342,0.367,0,0.0958,0.371,83.974,191800,4,35
"2590","2PM","MUST","Hold You","3KtFOPzijEiYXYjPnpFFo1",0.693,0.532,5,-4.981,1,0.0399,0.736,0,0.142,0.288,77.974,236320,4,37
"2591","2PM","MUST","My House (Acoustic ver.)","1ygmeTPDYmSMjAad6C9Xld",0.568,0.704,1,-3.339,0,0.107,0.139,0,0.0474,0.75,175.669,200133,4,34
"2592","2PM","GENTLEMEN'S GAME","Promise (I'll be)","3CkAvpdvSbHTX7DrdFhOno",0.57,0.945,1,-1.72,0,0.0722,0.108,0,0.104,0.51,159.899,208573,4,40
"2593","2PM","GENTLEMEN'S GAME","Uneasy","1q9l0tDJiXo7gl1dzErEbD",0.669,0.685,10,-3.696,0,0.0517,0.0331,0,0.0947,0.377,99.98,222187,4,31
"2594","2PM","GENTLEMEN'S GAME","Giv u Class.","2aHy6g66za5kl9HcdMEsLR",0.715,0.885,0,-3.125,1,0.0482,0.321,0,0.518,0.771,120.009,211080,4,30
"2595","2PM","GENTLEMEN'S GAME","Make Love","1qZgpTjiMbHkzTRrdSwUBM",0.525,0.785,11,-5.298,1,0.0568,0.515,0,0.29,0.744,76.051,217640,4,26
"2596","2PM","GENTLEMEN'S GAME","시도때도없이 All Night Long","3tWbQsjGxRpI8QZKdSy0Jr",0.66,0.531,2,-3.545,1,0.0336,0.253,0,0.265,0.423,71.975,198920,4,23
